INDEX,CHANNEL,SAMPLE,Cell_ID,StoreTypeChannel,NielsenArea,StoreType
CERVEZAS,MONT,20000211,10003501,Tradicionales,1:atlantico,4:tradicional
CERVEZAS,MONT,20000211,10003496,Tradicionales,1:atlantico,4:tradicional
CERVEZAS,MONT,20000211,10003632,Tradicionales,7:llanos,4:tradicional
CERVEZAS,MONT,20000211,10003586,Tradicionales,4:cundi_boy,4:tradicional
CERVEZAS,MONT,20000211,10003682,Tradicionales,1:atlantico,4:tradicional
CERVEZAS,MONT,20000211,10003610,Tradicionales,5:eje_cafetero,4:tradicional
CERVEZAS,MONT,20000211,10003499,Tradicionales,1:atlantico,4:tradicional
CERVEZAS,MONT,20000211,10003448,Tradicionales,1:atlantico,4:tradicional
CERVEZAS,MONT,20000211,10003733,Tradicionales,3:santanderes,4:tradicional
CERVEZAS,MONT,20000211,10003760,Tradicionales,6:centro,4:tradicional
CERVEZAS,MONT,20000211,10003761,Tradicionales,6:centro,4:tradicional
CERVEZAS,MONT,20000211,10005728,Consumo Local,8:pacifico,32:panaderia/cafeteria
CERVEZAS,MONT,20000211,10003770,Tradicionales,8:pacifico,4:tradicional
CERVEZAS,MONT,20000211,10003537,Tradicionales,2:antioquia_choco,4:tradicional
CERVEZAS,MONT,20000211,10003561,Tradicionales,3:santanderes,4:tradicional
CERVEZAS,MONT,20000211,10003680,Tradicionales,1:atlantico,4:tradicional
CERVEZAS,MONT,20000211,10003663,Tradicionales,8:pacifico,4:tradicional
CERVEZAS,MONT,20000211,10003764,Tradicionales,7:llanos,4:tradicional
CERVEZAS,MONT,20000211,10003868,Tradicionales,2:antioquia_choco,4:tradicional
CERVEZAS,MONT,20000211,10003497,Tradicionales,1:atlantico,4:tradicional
CERVEZAS,MONT,20000211,10003749,Tradicionales,4:cundi_boy,4:tradicional
CERVEZAS,MONT,20000211,10003623,Tradicionales,6:centro,6:licoreria
CERVEZAS,MONT,20000211,10003541,Tradicionales,2:antioquia_choco,6:licoreria
CERVEZAS,MONT,20000211,10003597,Tradicionales,4:cundi_boy,6:licoreria
CERVEZAS,MONT,20000211,10003637,Tradicionales,7:llanos,6:licoreria
CERVEZAS,MONT,20000211,10003592,Tradicionales,4:cundi_boy,6:licoreria
CERVEZAS,MONT,20000211,10003538,Tradicionales,2:antioquia_choco,6:licoreria
CERVEZAS,MONT,20000211,10003542,Tradicionales,2:antioquia_choco,6:licoreria
CERVEZAS,MONT,20000211,10003564,Tradicionales,3:santanderes,6:licoreria
CERVEZAS,MONT,20000211,10003457,Tradicionales,1:atlantico,6:licoreria
CERVEZAS,MONT,20000211,10003459,Tradicionales,1:atlantico,6:licoreria
CERVEZAS,MONT,20000211,10003539,Tradicionales,2:antioquia_choco,6:licoreria
CERVEZAS,MONT,20000211,10003636,Tradicionales,7:llanos,6:licoreria
CERVEZAS,MONT,20000211,10003595,Tradicionales,4:cundi_boy,6:licoreria
CERVEZAS,MONT,20000211,10003540,Tradicionales,2:antioquia_choco,6:licoreria
CERVEZAS,MONT,20000211,10003613,Tradicionales,5:eje_cafetero,6:licoreria
CERVEZAS,MONT,20000211,10003563,Tradicionales,3:santanderes,6:licoreria
CERVEZAS,MONT,20000211,10003780,Tradicionales,8:pacifico,4:tradicional
CERVEZAS,MONT,20000211,10003596,Tradicionales,4:cundi_boy,6:licoreria
CERVEZAS,MONT,20000211,10003598,Tradicionales,4:cundi_boy,6:licoreria
CERVEZAS,MONT,20000211,10003666,Tradicionales,8:pacifico,6:licoreria
CERVEZAS,MONT,20000211,10003562,Tradicionales,3:santanderes,6:licoreria
CERVEZAS,MONT,20000211,10003456,Tradicionales,1:atlantico,6:licoreria
CERVEZAS,MONT,20000211,10003624,Tradicionales,6:centro,6:licoreria
CERVEZAS,MONT,20000211,10003455,Tradicionales,1:atlantico,6:licoreria
CERVEZAS,MONT,20000211,10003664,Tradicionales,8:pacifico,4:tradicional
CERVEZAS,MONT,20000211,10003458,Tradicionales,1:atlantico,6:licoreria
CERVEZAS,MONT,20000211,10003612,Tradicionales,5:eje_cafetero,6:licoreria
CERVEZAS,MONT,20000211,10003638,Tradicionales,7:llanos,6:licoreria
CERVEZAS,MONT,20000211,10003667,Tradicionales,8:pacifico,6:licoreria
CERVEZAS,MONT,20000211,10003454,Tradicionales,1:atlantico,6:licoreria
CERVEZAS,MONT,20000211,10003593,Tradicionales,4:cundi_boy,6:licoreria
CERVEZAS,MONT,20000211,10003614,Tradicionales,5:eje_cafetero,6:licoreria
CERVEZAS,MONT,20000211,10003472,Tradicionales,2:antioquia_choco,6:licoreria
CERVEZAS,MONT,20000211,10003473,Tradicionales,2:antioquia_choco,6:licoreria
CERVEZAS,MONT,20000211,10003665,Tradicionales,8:pacifico,6:licoreria
CERVEZAS,MONT,20000211,10003565,Tradicionales,3:santanderes,6:licoreria
CERVEZAS,MONT,20000211,10003594,Tradicionales,4:cundi_boy,6:licoreria
CERVEZAS,MONT,20000211,10003460,Tradicionales,1:atlantico,6:licoreria
CERVEZAS,MONT,20000211,10003779,Tradicionales,8:pacifico,4:tradicional
CERVEZAS,MONT,20000211,10003668,Tradicionales,8:pacifico,6:licoreria
CERVEZAS,MONT,20000211,10003543,Tradicionales,8:pacifico,9:kiosko
CERVEZAS,MONT,20000211,10003462,Tradicionales,2:antioquia_choco,9:kiosko
CERVEZAS,MONT,20000211,10003544,Tradicionales,8:pacifico,9:kiosko
CERVEZAS,MONT,20000211,10003545,Tradicionales,3:santanderes,9:kiosko
CERVEZAS,MONT,20000211,10003464,Tradicionales,6:centro,9:kiosko
CERVEZAS,MONT,20000211,10003466,Tradicionales,4:cundi_boy,9:kiosko
CERVEZAS,MONT,20000211,10003465,Tradicionales,4:cundi_boy,9:kiosko
CERVEZAS,MONT,20000211,10003474,Tradicionales,7:llanos,9:kiosko
CERVEZAS,MONT,20000211,10003461,Tradicionales,2:antioquia_choco,9:kiosko
CERVEZAS,MONT,20000211,10003463,Tradicionales,1:atlantico,9:kiosko
CERVEZAS,MONT,20000211,10003475,Tradicionales,7:llanos,9:kiosko
CERVEZAS,MONT,20000211,10003467,Tradicionales,5:eje_cafetero,9:kiosko
CERVEZAS,MONT,20000211,10003671,Tradicionales,8:pacifico,6:licoreria
CERVEZAS,MONT,20000211,10092646,Consumo Local,2:antioquia_choco,"15:restaurante,32:panaderia/cafeteria"
CERVEZAS,MONT,20000211,10092647,Consumo Local,6:centro,"15:restaurante,32:panaderia/cafeteria"
CERVEZAS,MONT,20000211,10092648,Consumo Local,1:atlantico,"15:restaurante,32:panaderia/cafeteria"
CERVEZAS,MONT,20000211,10092649,Consumo Local,2:antioquia_choco,"15:restaurante,32:panaderia/cafeteria"
CERVEZAS,MONT,20000211,10092650,Consumo Local,3:santanderes,"15:restaurante,32:panaderia/cafeteria"
CERVEZAS,MONT,20000211,10092651,Consumo Local,6:centro,"15:restaurante,32:panaderia/cafeteria"
CERVEZAS,MONT,20000211,10092652,Consumo Local,7:llanos,"15:restaurante,32:panaderia/cafeteria"
CERVEZAS,MONT,20000211,10092653,Consumo Local,4:cundi_boy,"15:restaurante,32:panaderia/cafeteria"
CERVEZAS,MONT,20000211,10092654,Consumo Local,4:cundi_boy,"15:restaurante,32:panaderia/cafeteria"
CERVEZAS,MONT,20000211,10092655,Consumo Local,1:atlantico,"15:restaurante,32:panaderia/cafeteria"
CERVEZAS,MONT,20000211,10092656,Consumo Local,1:atlantico,"15:restaurante,32:panaderia/cafeteria"
CERVEZAS,MONT,20000211,10092657,Consumo Local,3:santanderes,"15:restaurante,32:panaderia/cafeteria"
CERVEZAS,SCAN,0,10002284,SCAN,SCAN,SCAN
CERVEZAS,SCAN,0,10002287,SCAN,SCAN,SCAN
CERVEZAS,SCAN,0,10002288,SCAN,SCAN,SCAN
CERVEZAS,SCAN,0,10002289,SCAN,SCAN,SCAN
CERVEZAS,SCAN,0,10003023,SCAN,SCAN,SCAN
CERVEZAS,SCAN,0,10005719,SCAN,SCAN,SCAN
CERVEZAS,SCAN,0,10005721,SCAN,SCAN,SCAN
CERVEZAS,SCAN,0,10005722,SCAN,SCAN,SCAN
CERVEZAS,SCAN,0,10043731,SCAN,SCAN,SCAN
CERVEZAS,SCAN,0,10051824,SCAN,SCAN,SCAN
CERVEZAS,SCAN,0,10052914,SCAN,SCAN,SCAN
CERVEZAS,SCAN,0,10052916,SCAN,SCAN,SCAN
CERVEZAS,SCAN,0,10052917,SCAN,SCAN,SCAN
CERVEZAS,SCAN,0,10002244,SCAN,SCAN,SCAN
CERVEZAS,SCAN,0,10002247,SCAN,SCAN,SCAN
CERVEZAS,SCAN,0,10002248,SCAN,SCAN,SCAN
CERVEZAS,SCAN,0,10002249,SCAN,SCAN,SCAN
CERVEZAS,SCAN,0,10002250,SCAN,SCAN,SCAN
CERVEZAS,SCAN,0,10002251,SCAN,SCAN,SCAN
CERVEZAS,SCAN,0,10002256,SCAN,SCAN,SCAN
CERVEZAS,SCAN,0,10002257,SCAN,SCAN,SCAN
CERVEZAS,SCAN,0,10002260,SCAN,SCAN,SCAN
CERVEZAS,SCAN,0,10002261,SCAN,SCAN,SCAN
CERVEZAS,SCAN,0,10002262,SCAN,SCAN,SCAN
CERVEZAS,SCAN,0,10002263,SCAN,SCAN,SCAN
CERVEZAS,SCAN,0,10002264,SCAN,SCAN,SCAN
CERVEZAS,SCAN,0,10002265,SCAN,SCAN,SCAN
CERVEZAS,SCAN,0,10002266,SCAN,SCAN,SCAN
CERVEZAS,SCAN,0,10002267,SCAN,SCAN,SCAN
CERVEZAS,SCAN,0,10002268,SCAN,SCAN,SCAN
CERVEZAS,SCAN,0,10002270,SCAN,SCAN,SCAN
CERVEZAS,SCAN,0,10002271,SCAN,SCAN,SCAN
CERVEZAS,SCAN,0,10002273,SCAN,SCAN,SCAN
CERVEZAS,SCAN,0,10002274,SCAN,SCAN,SCAN
CERVEZAS,SCAN,0,10002275,SCAN,SCAN,SCAN
CERVEZAS,SCAN,0,10002276,SCAN,SCAN,SCAN
CERVEZAS,SCAN,0,10002277,SCAN,SCAN,SCAN
CERVEZAS,SCAN,0,10052919,SCAN,SCAN,SCAN
CERVEZAS,SCAN,0,10053780,SCAN,SCAN,SCAN
CERVEZAS,SCAN,0,10059534,SCAN,SCAN,SCAN
CERVEZAS,SCAN,0,10088905,SCAN,SCAN,SCAN
CERVEZAS,SCAN,0,10090664,SCAN,SCAN,SCAN
CERVEZAS,SCAN,0,10090666,SCAN,SCAN,SCAN
